id,key,value,type 
13373724,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13373764,highway,residential,regular
13373764,name,Earl Lane,regular
13373764,cfcc,A41,tiger
13373764,county,"Orange, CA",tiger
13373764,name_base,Earl,tiger
13373764,name_type,Ln,tiger
13373764,reviewed,no,tiger
13373764,separated,no,tiger
13373764,source,tiger_import_dch_v0.6_20070809,tiger
13373764,tlid,144040505:144040507,tiger
13373764,zip_left,92704,tiger
13373764,zip_right,92704,tiger
13373802,highway,residential,regular
13373802,name,Fernmont Street,regular
13373802,cfcc,A41,tiger
13373802,county,"Los Angeles, CA",tiger
13373802,name_base,Fernmont,tiger
13373802,name_type,St,tiger
13373802,zip_left,91342,tiger
13373802,zip_right,91342,tiger
13373843,highway,residential,regular
13373843,lanes,2,regular
13373843,name,Donington Place,regular
13373843,surface,asphalt,regular
13373843,cfcc,A41,tiger
13373843,county,"Los Angeles, CA",tiger
13373843,name_base,Donington,tiger
13373843,name_type,Pl,tiger
13373843,reviewed,no,tiger
13373843,zip_left,90210,tiger
13373843,zip_right,90210,tiger
13373882,highway,residential,regular
13373882,name,Bermuda Circle,regular
13373882,cfcc,A41,tiger
13373882,county,"Orange, CA",tiger
13373882,name_base,Bermuda,tiger
13373882,name_type,Cir,tiger
13373882,reviewed,no,tiger
13373882,separated,no,tiger
13373882,source,tiger_import_dch_v0.6_20070809,tiger
13373882,tlid,144057824,tiger
13373882,zip_left,92604,tiger
13373882,zip_right,92604,tiger
13373923,highway,residential,regular
13373923,name,Laurel Creek Lane,regular
13373923,cfcc,A41,tiger
13373923,county,"Orange, CA",tiger
13373923,name_base,Laurel Creek,tiger
13373923,name_type,Ln,tiger
13373923,reviewed,no,tiger
13373923,zip_left,92653,tiger
13373923,zip_right,92653,tiger
13373959,highway,residential,regular
13373959,name,South Glenview Place,regular
13373959,cfcc,A41,tiger
13373959,county,"Orange, CA",tiger
13373959,name_base,Glenview,tiger
13373959,name_direction_prefix,S,tiger
13373959,name_type,Pl,tiger
13373959,separated,no,tiger
13373959,source,tiger_import_dch_v0.6_20070809,tiger
13373959,tlid,144041193,tiger
13373959,zip_left,92868,tiger
13373959,zip_right,92868,tiger
13373992,highway,residential,regular
13373992,name,South Lolita Street,regular
13373992,name_1,East Lolita Street,regular
13373992,cfcc,A41,tiger
13373992,county,"Orange, CA",tiger
13373992,name_base,Lolita,tiger
13373992,name_base_1,Lolita,tiger
13373992,name_direction_prefix,S,tiger
13373992,name_direction_prefix_1,E,tiger
13373992,name_type,St,tiger
13373992,name_type_1,St,tiger
13373992,separated,no,tiger
13373992,source,tiger_import_dch_v0.6_20070809,tiger
13373992,tlid,144034706,tiger
13374026,highway,residential,regular
13374026,name,Balboa Drive,regular
13374026,source,usgs_imagery;OCLIS,regular
13374026,source_ref,MM83/17,regular
13374026,cfcc,A41,tiger
13374026,county,"Orange, CA",tiger
13374026,name_base,Balboa,tiger
13374026,name_type,Dr,tiger
13374026,zip_left,90740,tiger
13374026,zip_right,90740,tiger
13374060,access,private,regular
13374060,created_by,Potlatch 0.9c,regular
13374060,highway,service,regular
13374060,cfcc,A41,tiger
13374060,county,"Los Angeles, CA",tiger
13374060,name_base,Beverly Park,tiger
13374060,name_type,Dr,tiger
13374060,reviewed,no,tiger
13374060,separated,no,tiger
13374060,source,tiger_import_dch_v0.6_20070809,tiger
13374060,tlid,141566579,tiger
13374060,upload_uuid,bulk_upload.pl-e7a65206-5b4e-4f1c-be5b-f07c49e73831,tiger
13374109,highway,residential,regular
13374109,name,El Molino Avenue,regular
13374162,highway,residential,regular
13374162,name,Barr Avenue,regular
13374162,odbl,clean,regular
13374162,source,bing_imagery_0.06m_200801,regular
13374162,cfcc,A41,tiger
13374162,county,"Los Angeles, CA",tiger
13374162,name_base,Barr,tiger
13374162,name_type,Ave,tiger
13374162,separated,no,tiger
13374162,source,tiger_import_dch_v0.6_20070809,tiger
13374162,tlid,141638774:141638793:141638795:141638798,tiger
13374162,zip_left,90640,tiger
13374162,zip_right,90640,tiger
13374209,created_by,Potlatch 0.10f,regular
13374209,highway,residential,regular
13374209,name,Marjoram Court,regular
13374209,cfcc,A41,tiger
13374209,county,"Los Angeles, CA",tiger
13374209,name_base,Marjoram,tiger
13374209,name_type,Ct,tiger
13374209,reviewed,no,tiger
13374209,separated,no,tiger
13374209,source,tiger_import_dch_v0.6_20070809,tiger
13374209,tlid,141519188:141819536,tiger
13374209,zip_left,91350,tiger
13374209,zip_right,91350,tiger
13374268,cycleway,lane,regular
13374268,highway,primary,regular
13374268,name,Rinaldi Street,regular
13374268,source,Yahoo,regular
13374268,cfcc,A41,tiger
13374268,county,"Los Angeles, CA",tiger
13374268,name_base,Rinaldi,tiger
13374268,name_type,St,tiger
13374268,reviewed,no,tiger
13374268,separated,no,tiger
13374268,source,tiger_import_dch_v0.6_20070809,tiger
13374268,tlid,141531914:142043303:142043304:141824266:141824267:141532089,tiger
13374268,zip_left,91311,tiger
13374268,zip_right,91311,tiger
13374311,highway,residential,regular
13374311,name,Lovelane Place,regular
13374311,source,usgs_imagery,regular
13374311,cfcc,A41,tiger
13374311,county,"Los Angeles, CA",tiger
13374311,name_base,Lovelane,tiger
13374311,name_type,Pl,tiger
13374311,separated,no,tiger
13374311,source,tiger_import_dch_v0.6_20070809,tiger
13374311,tlid,141573660,tiger
13374311,zip_left,90064,tiger
13374311,zip_right,90064,tiger
13374396,highway,residential,regular
13374396,name,West Elm Court,regular
13374396,cfcc,A41,tiger
13374396,county,"Los Angeles, CA",tiger
13374396,name_base,Elm,tiger
13374396,name_direction_prefix,W,tiger
13374396,name_type,Ct,tiger
13374396,separated,no,tiger
13374396,source,tiger_import_dch_v0.6_20070809,tiger
13374396,tlid,141595842,tiger
13374396,zip_left,91502,tiger
13374396,zip_right,91502,tiger
13374451,highway,residential,regular
13374451,name,Colorado Place,regular
13374451,cfcc,A41,tiger
13374451,county,"Los Angeles, CA",tiger
13374451,name_base,Colorado,tiger
13374451,name_type,Pl,tiger
13374451,reviewed,no,tiger
13374451,separated,no,tiger
13374451,source,tiger_import_dch_v0.6_20070809,tiger
13374451,tlid,141852938:141858420,tiger
13374451,zip_left,91387,tiger
13374451,zip_right,91387,tiger
13374784,created_by,Potlatch 0.10b,regular
13374784,highway,residential,regular
13374784,name,Cobham Court,regular
13374784,cfcc,A41,tiger
13374784,county,"Los Angeles, CA",tiger
13374784,name_base,Cobham,tiger
13374784,name_type,Ct,tiger
13374784,reviewed,no,tiger
13374784,separated,no,tiger
13374784,source,tiger_import_dch_v0.6_20070809,tiger
13374784,tlid,141790016,tiger
13374784,zip_left,90077,tiger
13374784,zip_right,90077,tiger
13374877,highway,residential,regular
13374877,name,Mill Canyon Road,regular
13374953,highway,residential,regular
13374953,name,Sierra Oaks Drive,regular
13374953,cfcc,A41,tiger
13374953,county,"Los Angeles, CA",tiger
13374953,name_base,Sierra Oaks,tiger
13374953,name_type,Dr,tiger
13374953,zip_left,91006,tiger
13374953,zip_right,91006,tiger
13375037,highway,residential,regular
13375037,name,Park Entrada,regular
13375037,cfcc,A41,tiger
13375037,county,"Los Angeles, CA",tiger
13375037,name_base,Park Entrada,tiger
13375037,reviewed,no,tiger
13375037,separated,no,tiger
13375037,source,tiger_import_dch_v0.6_20070809,tiger
13375037,tlid,141798265:141795974:142041601:142041586:141807576:141807577:141723608:141723599,tiger
13375037,upload_uuid,bulk_upload.pl-e7a65206-5b4e-4f1c-be5b-f07c49e73831,tiger
13375037,zip_left,91302,tiger
13375037,zip_right,91302,tiger
13375137,created_by,Potlatch 0.10f,regular
13375137,highway,residential,regular
13375137,name,Hubbard Street,regular
13375137,cfcc,A41,tiger
13375137,county,"Los Angeles, CA",tiger
13375137,name_base,Hubbard,tiger
13375137,name_type,St,tiger
13375137,separated,no,tiger
13375137,source,tiger_import_dch_v0.6_20070809,tiger
13375137,tlid,141575174:141575176,tiger
13375137,zip_left,90232,tiger
13375137,zip_right,90232,tiger
13375259,highway,residential,regular
13375259,name,Deerpass Road,regular
13375259,cfcc,A41,tiger
13375259,county,"Los Angeles, CA",tiger
13375259,name_base,Deerpass,tiger
13375259,name_type,Rd,tiger
13375259,reviewed,no,tiger
13375259,zip_left,91208,tiger
13375259,zip_right,91208,tiger
13375362,created_by,Potlatch 0.10f,regular
13375362,highway,residential,regular
13375362,name,West 242nd Place,regular
13375362,cfcc,A41,tiger
13375362,county,"Los Angeles, CA",tiger
13375362,name_base,242nd,tiger
13375362,name_direction_prefix,W,tiger
13375362,name_type,Pl,tiger
13375362,reviewed,no,tiger
13375362,separated,no,tiger
13375362,source,tiger_import_dch_v0.6_20070809,tiger
13375362,tlid,141668923:141669135,tiger
13375362,zip_left,90501,tiger
13375362,zip_right,90501,tiger
13375443,highway,residential,regular
13375443,name,Lakewood Court,regular
13375443,cfcc,A41,tiger
13375443,county,"Los Angeles, CA",tiger
13375443,name_base,Lakewood,tiger
13375443,name_type,Ct,tiger
13375443,reviewed,no,tiger
13375443,separated,no,tiger
13375443,source,tiger_import_dch_v0.6_20070809,tiger
13375443,tlid,141837066,tiger
13375443,zip_left,93552,tiger
13375443,zip_right,93552,tiger
13375571,highway,residential,regular
13375571,name,Via Horcada,regular
13375571,cfcc,A41,tiger
13375571,county,"Los Angeles, CA",tiger
13375571,name_base,Via Horcada,tiger
13375571,reviewed,no,tiger
13375571,separated,no,tiger
13375571,source,tiger_import_dch_v0.6_20070809,tiger
13375571,tlid,141583940,tiger
13375571,upload_uuid,bulk_upload.pl-e7a65206-5b4e-4f1c-be5b-f07c49e73831,tiger
13375571,zip_left,90274,tiger
13375663,created_by,Potlatch 0.10f,regular
13375663,highway,residential,regular
13375663,name,Knapp Street,regular
13375663,cfcc,A41,tiger
13375663,county,"Los Angeles, CA",tiger
13375663,name_base,Knapp,tiger
13375663,name_type,St,tiger
13375663,reviewed,no,tiger
13375663,separated,no,tiger
13375663,source,tiger_import_dch_v0.6_20070809,tiger
13375663,tlid,141540985,tiger
13375663,zip_left,91324,tiger
13375663,zip_right,91324,tiger
13375759,created_by,Potlatch 0.10f,regular
13375759,highway,residential,regular
13375759,name,Labrador Street,regular
13375759,cfcc,A41,tiger
13375759,county,"Los Angeles, CA",tiger
13375759,name_base,Labrador,tiger
13375759,name_type,St,tiger
13375759,reviewed,no,tiger
13375759,separated,no,tiger
13375759,source,tiger_import_dch_v0.6_20070809,tiger
13375759,tlid,141543460:141543461:141543462:141543602:141543603,tiger
13375759,zip_left,91325,tiger
13375759,zip_right,91325,tiger
13375916,gauge,1435,regular
13375916,operator,Union Pacific Railroad,regular
13375916,railway,rail,regular
13375916,cfcc,B11,tiger
13375916,county,"Los Angeles, CA",tiger
13375916,name_base,Pacific Electric Railway,tiger
13376008,highway,residential,regular
13376008,name,Saddle Mountain Drive,regular
13376008,cfcc,A41,tiger
13376008,county,"Los Angeles, CA",tiger
13376008,name_base,Saddle Mountain,tiger
13376008,name_type,Dr,tiger
13376008,reviewed,no,tiger
13376008,separated,no,tiger
13376008,source,tiger_import_dch_v0.6_20070809,tiger
13376008,tlid,141719316:141719315:141719319:141719322,tiger
13376008,zip_left,91361,tiger
13376008,zip_right,91361,tiger
13376085,highway,residential,regular
13376085,name,Andasol Avenue,regular
13376085,cfcc,A41,tiger
13376085,county,"Los Angeles, CA",tiger
13376085,name_base,Andasol,tiger
13376085,name_type,Ave,tiger
13376085,reviewed,no,tiger
13376085,separated,no,tiger
13376085,source,tiger_import_dch_v0.6_20070809,tiger
13376085,tlid,141556138,tiger
13376085,zip_left,91316,tiger
13376085,zip_right,91316,tiger
13376154,highway,residential,regular
13376154,name,Lassalette Street,regular
13376154,cfcc,A41,tiger
13376154,county,"Los Angeles, CA",tiger
13376154,name_base,Lassalette,tiger
13376154,name_type,St,tiger
13376154,separated,no,tiger
13376154,source,tiger_import_dch_v0.6_20070809,tiger
13376154,tlid,141651851,tiger
13376154,zip_left,91746,tiger
13376154,zip_right,91746,tiger
13376249,highway,residential,regular
13376249,name,Townley Drive,regular
13376249,cfcc,A41,tiger
13376249,county,"Los Angeles, CA",tiger
13376249,name_base,Townley,tiger
13376249,name_type,Dr,tiger
13376249,separated,no,tiger
13376249,source,tiger_import_dch_v0.6_20070809,tiger
13376249,tlid,141773166:141747280:141747287,tiger
13376249,zip_left,90606,tiger
13376249,zip_right,90606,tiger
13376353,highway,residential,regular
13376353,name,Marshall Street,regular
13376353,source,usgs_imagery;survey;image,regular
13376353,source_ref,AM909_DSCU3706,regular
13376353,cfcc,A41,tiger
13376353,county,"Los Angeles, CA",tiger
13376353,name_base,Marshall,tiger
13376353,name_type,St,tiger
13376353,separated,no,tiger
13376353,source,tiger_import_dch_v0.6_20070809,tiger
13376353,tlid,141648236,tiger
13376353,zip_left,91731,tiger
13376353,zip_right,91731,tiger
13376432,highway,residential,regular
13376432,city,Pomona,is_in
13376432,name,San Francisco Avenue,regular
13376432,cfcc,A41,tiger
13376432,county,"Los Angeles, CA",tiger
13376432,name_base,San Francisco,tiger
13376432,name_type,Ave,tiger
13376432,reviewed,no,tiger
13376432,zip_left,91767,tiger
13376432,zip_right,91767,tiger
13376587,highway,service,regular
13376587,name,Cordoba Court,regular
13376587,cfcc,A41,tiger
13376587,county,"Los Angeles, CA",tiger
13376587,name_base,Cordoba,tiger
13376587,name_type,Ct,tiger
13376587,reviewed,no,tiger
13376587,separated,no,tiger
13376587,source,tiger_import_dch_v0.6_20070809,tiger
13376587,tlid,141774740,tiger
13376587,zip_left,90266,tiger
13376587,zip_right,90266,tiger
13376672,highway,residential,regular
13376672,name,Pacific Avenue,regular
13376672,oneway,yes,regular
13376672,cfcc,A41,tiger
13376672,county,"Los Angeles, CA",tiger
13376672,name_base,Pacific,tiger
13376672,name_type,Ave,tiger
13376672,reviewed,no,tiger
13376672,separated,no,tiger
13376672,source,tiger_import_dch_v0.6_20070809,tiger
13376672,tlid,141573952,tiger
13376672,zip_left,90066,tiger
13376672,zip_right,90066,tiger
13376765,highway,residential,regular
13376765,name,Fern Glen Way,regular
13376765,cfcc,A41,tiger
13376765,county,"Los Angeles, CA",tiger
13376765,name_base,Fern Glen,tiger
13376765,name_type,Way,tiger
13376765,reviewed,no,tiger
13376765,separated,no,tiger
13376765,source,tiger_import_dch_v0.6_20070809,tiger
13376765,tlid,142245952:142245956:142245957,tiger
13376765,upload_uuid,bulk_upload.pl-e7a65206-5b4e-4f1c-be5b-f07c49e73831,tiger
13376844,highway,residential,regular
13376844,name,Portico Place,regular
13376844,cfcc,A41,tiger
13376844,county,"Los Angeles, CA",tiger
13376844,name_base,Portico,tiger
13376844,name_type,Pl,tiger
13376844,reviewed,no,tiger
13376844,separated,no,tiger
13376844,source,tiger_import_dch_v0.6_20070809,tiger
13376844,tlid,141556189:141556192,tiger
13376844,zip_left,91316,tiger
13376844,zip_right,91316,tiger
13376902,highway,residential,regular
13376902,name,Don Baptista Avenue,regular
13376902,cfcc,A41,tiger
13376902,county,"Los Angeles, CA",tiger
13376902,name_base,Don Baptista,tiger
13376902,name_type,Ave,tiger
13376902,reviewed,no,tiger
13376902,separated,no,tiger
13376902,source,tiger_import_dch_v0.6_20070809,tiger
13376902,tlid,141716814,tiger
13376902,zip_left,91744,tiger
13376902,zip_right,91744,tiger
13376975,highway,residential,regular
13376975,name,West 87th Street,regular
13376975,cfcc,A41,tiger
13376975,county,"Los Angeles, CA",tiger
13376975,name_base,87th,tiger
13376975,name_direction_prefix,W,tiger
13376975,name_type,St,tiger
13376975,reviewed,no,tiger
13376975,separated,no,tiger
13376975,source,tiger_import_dch_v0.6_20070809,tiger
13376975,tlid,141578722,tiger
13376975,zip_left,90045,tiger
13376975,zip_right,90045,tiger
13377055,highway,residential,regular
13377055,name,Calle Pajaros,regular
13377055,cfcc,A41,tiger
13377055,county,"Los Angeles, CA",tiger
13377055,name_base,Calle Pajaros,tiger
13377055,reviewed,no,tiger
13377055,separated,no,tiger
13377055,source,tiger_import_dch_v0.6_20070809,tiger
13377055,tlid,141727793,tiger
13377055,upload_uuid,bulk_upload.pl-e7a65206-5b4e-4f1c-be5b-f07c49e73831,tiger
13377055,zip_left,91773,tiger
13377055,zip_right,91773,tiger
13377131,highway,residential,regular
13377131,name,Pine Street,regular
13377205,highway,residential,regular
13377205,name,La Paloma Canyon Road,regular
13377205,cfcc,A41,tiger
13377205,county,"Los Angeles, CA",tiger
13377205,name_base,La Paloma Canyon,tiger
13377205,name_type,Rd,tiger
13377205,reviewed,no,tiger
13377205,zip_left,91042,tiger
13377205,zip_right,91042,tiger
13377269,highway,residential,regular
13377269,name,Landale Street,regular
13377269,cfcc,A41,tiger
13377269,county,"Los Angeles, CA",tiger
13377269,name_base,Landale,tiger
13377269,name_type,St,tiger
13377269,reviewed,no,tiger
13377269,separated,no,tiger
13377269,source,tiger_import_dch_v0.6_20070809,tiger
13377269,tlid,141565059:141565060,tiger
13377269,zip_left,91602,tiger
13377269,zip_right,91602,tiger
13377349,highway,residential,regular
13377349,name,North Herbert Avenue,regular
13377349,cfcc,A41,tiger
13377349,county,"Los Angeles, CA",tiger
13377349,name_base,Herbert,tiger
13377349,name_direction_prefix,N,tiger
13377349,name_type,Ave,tiger
13377349,zip_left,90063,tiger
13377349,zip_right,90063,tiger
13377411,highway,residential,regular
13377411,name,Tianna Road,regular
13377411,cfcc,A41,tiger
13377411,county,"Los Angeles, CA",tiger
13377411,name_base,Tianna,tiger
13377411,name_type,Rd,tiger
13377411,reviewed,no,tiger
13377411,separated,no,tiger
13377411,source,tiger_import_dch_v0.6_20070809,tiger
13377411,tlid,141817206,tiger
13377411,zip_left,90046,tiger
13377411,zip_right,90046,tiger
13377464,highway,residential,regular
13377464,name,South Truro Avenue,regular
13377464,cfcc,A41,tiger
13377464,county,"Los Angeles, CA",tiger
13377464,name_base,Truro,tiger
13377464,name_direction_prefix,S,tiger
13377464,name_type,Ave,tiger
13377464,reviewed,no,tiger
13377464,separated,no,tiger
13377464,source,tiger_import_dch_v0.6_20070809,tiger
13377464,tlid,141655989,tiger
13377464,zip_left,90304,tiger
13377464,zip_right,90304,tiger
13377519,highway,residential,regular
13377519,name,Belleglade Avenue,regular
13377519,cfcc,A41,tiger
13377519,county,"Los Angeles, CA",tiger
13377519,name_base,Belleglade,tiger
13377519,name_type,Ave,tiger
13377519,reviewed,no,tiger
13377519,separated,no,tiger
13377519,source,tiger_import_dch_v0.6_20070809,tiger
13377519,tlid,141623351,tiger
13377519,zip_left,90032,tiger
13377519,zip_right,90032,tiger
13377584,highway,residential,regular
13377584,name,Kiki Place,regular
13377584,source,usgs_imagery_2006,regular
13377584,cfcc,A41,tiger
13377584,county,"Los Angeles, CA",tiger
13377584,name_base,Kiki,tiger
13377584,name_type,Pl,tiger
13377584,separated,no,tiger
13377584,source,tiger_import_dch_v0.6_20070809,tiger
13377584,tlid,141557705,tiger
13377584,zip_left,90272,tiger
13377584,zip_right,90272,tiger
13377708,created_by,Potlatch 0.8a,regular
13377708,highway,residential,regular
13377708,name,25th Street,regular
13377708,cfcc,A41,tiger
13377708,county,"Los Angeles, CA",tiger
13377708,name_base,25th,tiger
13377708,name_type,St,tiger
13377708,reviewed,no,tiger
13377708,separated,no,tiger
13377708,source,tiger_import_dch_v0.6_20070809,tiger
13377708,tlid,141582602,tiger
13377708,zip_left,90254,tiger
13377708,zip_right,90254,tiger
13377783,highway,residential,regular
13377783,name,Crater Lane,regular
13377783,cfcc,A41,tiger
13377783,county,"Los Angeles, CA",tiger
13377783,name_base,Crater,tiger
13377783,name_type,Ln,tiger
13377783,reviewed,no,tiger
13377783,zip_left,90077,tiger
13377783,zip_right,90077,tiger
13377843,created_by,Potlatch 0.10f,regular
13377843,highway,residential,regular
13377843,name,Martha Circle,regular
13377843,cfcc,A41,tiger
13377843,county,"Los Angeles, CA",tiger
13377843,name_base,Martha,tiger
13377843,name_type,Cir,tiger
13377843,reviewed,no,tiger
13377843,separated,no,tiger
13377843,source,tiger_import_dch_v0.6_20070809,tiger
13377843,tlid,141634240,tiger
13377843,zip_left,91107,tiger
13377843,zip_right,91107,tiger
13377933,highway,residential,regular
13377933,name,De Foe Avenue,regular
13377933,cfcc,A41,tiger
13377933,county,"Los Angeles, CA",tiger
13377933,name_base,De Foe,tiger
13377933,name_type,Ave,tiger
13377933,separated,no,tiger
13377933,source,tiger_import_dch_v0.6_20070809,tiger
13377933,tlid,141550995:141550996:141550997:142669090,tiger
13377933,zip_left,91331,tiger
13377933,zip_right,91331,tiger
13378032,highway,residential,regular
13378032,name,West Cameron Street,regular
13378032,cfcc,A41,tiger
13378032,county,"Los Angeles, CA",tiger
13378032,name_base,Cameron,tiger
13378032,name_direction_prefix,W,tiger
13378032,name_type,St,tiger
13378032,separated,no,tiger
13378032,source,tiger_import_dch_v0.6_20070809,tiger
13378032,tlid,141682427:141682434:141684952,tiger
13378032,zip_left,90810,tiger
13378032,zip_right,90810,tiger
13378148,highway,residential,regular
13378148,name,Denmead Street,regular
13378148,cfcc,A41,tiger
13378148,county,"Los Angeles, CA",tiger
13378148,name_base,Denmead,tiger
13378148,name_type,St,tiger
13378148,reviewed,no,tiger
13378148,separated,no,tiger
13378148,source,tiger_import_dch_v0.6_20070809,tiger
13378148,tlid,141699098:141698921,tiger
13378148,zip_left,90712,tiger
13378148,zip_right,90712,tiger
13378232,highway,residential,regular
13378232,name,Towers Street,regular
13378232,cfcc,A41,tiger
13378232,county,"Los Angeles, CA",tiger
13378232,name_base,Towers,tiger
13378232,name_type,St,tiger
13378232,reviewed,no,tiger
13378232,separated,no,tiger
13378232,source,tiger_import_dch_v0.6_20070809,tiger
13378232,tlid,141663543:141663633:141663654:141663701,tiger
13378232,zip_left,90503,tiger
13378232,zip_right,90503,tiger
13378301,highway,residential,regular
13378301,name,Radcourt Drive,regular
13378301,cfcc,A41,tiger
13378301,county,"Los Angeles, CA",tiger
13378301,name_base,Radcourt,tiger
13378301,name_type,Dr,tiger
13378301,separated,no,tiger
13378301,source,tiger_import_dch_v0.6_20070809,tiger
13378301,tlid,141756690,tiger
13378301,zip_left,91745,tiger
13378301,zip_right,91745,tiger
13378363,highway,residential,regular
13378363,name,Stever Street,regular
13378363,cfcc,A41,tiger
13378363,county,"Los Angeles, CA",tiger
13378363,name_base,Stever,tiger
13378363,name_type,St,tiger
13378363,reviewed,no,tiger
13378363,separated,no,tiger
13378363,source,tiger_import_dch_v0.6_20070809,tiger
13378363,tlid,141575602,tiger
13378363,zip_left,90230,tiger
13378363,zip_right,90230,tiger
13378483,highway,residential,regular
13378483,name,Via Majorca,regular
13378483,cfcc,A41,tiger
13378483,county,"Los Angeles, CA",tiger
13378483,name_base,Via Majorca,tiger
13378483,reviewed,no,tiger
13378483,separated,no,tiger
13378483,source,tiger_import_dch_v0.6_20070809,tiger
13378483,tlid,141585475:141585476:141775093,tiger
13378483,upload_uuid,bulk_upload.pl-e7a65206-5b4e-4f1c-be5b-f07c49e73831,tiger
13378483,zip_left,90274,tiger
13378483,zip_right,90274,tiger
13378552,highway,residential,regular
13378552,name,Marilla Street,regular
13378552,cfcc,A41,tiger
13378552,county,"Los Angeles, CA",tiger
13378552,name_base,Marilla,tiger
13378552,name_type,St,tiger
13378552,reviewed,no,tiger
13378552,separated,no,tiger
13378552,source,tiger_import_dch_v0.6_20070809,tiger
13378552,tlid,141532276,tiger
13378552,zip_left,91311,tiger
13378552,zip_right,91311,tiger
13378614,highway,residential,regular
13378614,name,South 8th Place,regular
13378614,cfcc,A41,tiger
13378614,county,"Los Angeles, CA",tiger
13378614,name_base,8th,tiger
13378614,name_direction_prefix,S,tiger
13378614,name_type,Pl,tiger
13378614,separated,no,tiger
13378614,source,tiger_import_dch_v0.6_20070809,tiger
13378614,tlid,141695168,tiger
13378614,zip_left,90802,tiger
13378614,zip_right,90802,tiger
13378715,highway,residential,regular
13378715,lanes,2,regular
13378715,name,Pony Express Way,regular
13378715,cfcc,A41,tiger
13378715,county,"Los Angeles, CA",tiger
13378715,name_base,Pony Express,tiger
13378715,name_type,Way,tiger
13378715,reviewed,no,tiger
13378715,zip_left,91773,tiger
13378715,zip_right,91773,tiger
13378810,highway,residential,regular
13378810,name,Via la Circula,regular
13378810,cfcc,A41,tiger
13378810,county,"Los Angeles, CA",tiger
13378810,name_base,Via la Circula,tiger
13378810,reviewed,no,tiger
13378810,separated,no,tiger
13378810,source,tiger_import_dch_v0.6_20070809,tiger
13378810,tlid,141584508:141584573,tiger
13378810,upload_uuid,bulk_upload.pl-e7a65206-5b4e-4f1c-be5b-f07c49e73831,tiger
13378810,zip_left,90277,tiger
13378810,zip_right,90277,tiger
13378900,highway,residential,regular
13378900,name,La Hermosa Drive,regular
13378900,cfcc,A41,tiger
13378900,county,"Los Angeles, CA",tiger
13378900,name_base,La Hermosa,tiger
13378900,name_type,Dr,tiger
13378900,reviewed,no,tiger
13378900,separated,no,tiger
13378900,source,tiger_import_dch_v0.6_20070809,tiger
13378900,tlid,142652416:142652417,tiger
13378900,zip_left,90603,tiger
13378900,zip_right,90603,tiger
13378982,highway,residential,regular
13378982,name,Cassandra Street,regular
13378982,cfcc,A41,tiger
13378982,county,"Los Angeles, CA",tiger
13378982,name_base,Cassandra,tiger
13378982,name_type,St,tiger
13378982,reviewed,no,tiger
13378982,separated,no,tiger
13378982,source,tiger_import_dch_v0.6_20070809,tiger
13378982,tlid,141555019,tiger
13378982,zip_left,91356,tiger
13378982,zip_right,91356,tiger
13379081,highway,residential,regular
13379081,name,Thames Place,regular
13379081,source,GPS; survey; Yahoo,regular
13379218,highway,residential,regular
13379218,name,Springview Drive,regular
13379218,cfcc,A41,tiger
13379218,county,"Los Angeles, CA",tiger
13379218,name_base,Springview,tiger
13379218,name_type,Dr,tiger
13379218,zip_left,90604,tiger
13379218,zip_right,90604,tiger
13379295,highway,residential,regular
13379295,name,139th Street,regular
13379295,name_1,West 139th Street,regular
13379399,highway,tertiary,regular
13379399,lanes,2,regular
13379399,name,Myers Street,regular
13379399,cfcc,A41,tiger
13379399,county,"Los Angeles, CA",tiger
13379399,name_base,Myers,tiger
13379399,name_type,St,tiger
13379500,highway,residential,regular
13379500,name,Lockford Street,regular
13379500,cfcc,A41,tiger
13379500,county,"Los Angeles, CA",tiger
13379500,name_base,Lockford,tiger
13379500,name_type,St,tiger
13379500,separated,no,tiger
13379500,source,tiger_import_dch_v0.6_20070809,tiger
13379500,tlid,141572673:141572677:141764569,tiger
13379500,zip_left,90035,tiger
13379500,zip_right,90035,tiger
13379602,highway,residential,regular
13379602,name,Santa Margarita Drive,regular
13379602,cfcc,A41,tiger
13379602,county,"Los Angeles, CA",tiger
13379602,name_base,Santa Margarita,tiger
13379602,name_type,Dr,tiger
13379602,zip_left,91006,tiger
13379602,zip_right,91006,tiger
13379673,highway,tertiary,regular
13379673,name,Francisquito Avenue,regular
13379673,cfcc,A41,tiger
13379673,county,"Los Angeles, CA",tiger
13379673,name_base,Francisquito,tiger
13379673,name_type,Ave,tiger
13379673,separated,no,tiger
13379673,source,tiger_import_dch_v0.6_20070809,tiger
13379673,tlid,141769947,tiger
13379746,highway,residential,regular
13379746,name,South Waldorf Drive,regular
13379746,cfcc,A41,tiger
13379746,county,"Los Angeles, CA",tiger
13379746,name_base,Waldorf,tiger
13379746,name_direction_prefix,S,tiger
13379746,name_type,Dr,tiger
13379746,reviewed,no,tiger
13379746,separated,no,tiger
13379746,source,tiger_import_dch_v0.6_20070809,tiger
13379746,tlid,141775565,tiger
13379746,zip_left,90221,tiger
13379746,zip_right,90221,tiger
13379846,highway,residential,regular
13379846,name,West 22nd Street,regular
13379846,cfcc,A41,tiger
13379846,county,"Los Angeles, CA",tiger
13379846,name_base,22nd,tiger
